concept_name,concept_synonym
"aminoacetic acid 5.35g(A액500mL중), calcium chloride dihydrate 0.414g(B액500mL중), dextrose 250g(B액500mL중), L-alanine 30.1g(A액500mL중), L-arginine 3.95g(A액500mL중), L-asparaginic acid 1.9g(A액500mL중), L-glutamic acid 3.25g(A","aminoacetic acid 5.35g (in 500mL of solution A), calcium chloride dihydrate 0.414g (in 500mL of solution B), dextrose 250g (in 500mL of solution B), L-alanine 30.1g (in 500mL of solution A), L-arginine 3.95g (in 500mL of solution A) (in 500 mL of solution A), 1.9 g of L-asparaginic acid (in 500 mL of solution A), 3.25 g of L-glutamic acid (in 500 mL of solution A)"
"calcium chloride dihydrate 0.28g(A액380mL중), glucose monohydrate (as glucose 85.28g) (B액656mL중), glycine 4.18g(A액380mL중), L-alanine 5.32g(A액380mL중), L-arginine 4.56g(A액380mL중), L-histidine 1.14g(A액380mL중), L-isoleucine ","calcium chloride dihydrate 0.28g (in 380mL of solution A), glucose monohydrate (85.28g as glucose) (in 656mL of solution B), glycine 4.18g (in 380mL of solution A), L-alanine 5.32g (in 380mL of solution A), L -arginine 4.56g (in 380mL of solution A), L-histidine 1.14g (in 380mL of solution A), L-isoleucine"
"aminoacetic acid(glycine) 2.3598g(B액299.592mL중), calcium chloride dihydrate 2.9754g(B액299.592mL중), glucose 19 (glucose anhydate 99.522g)(A액 526.338mL중), intralipid 20 (purified soybean oil 40.014g)(C액200.07mL중), L-alanine 4.8","aminoacetic acid (glycine) 2.3598g (in 299.592mL of solution B), calcium chloride dihydrate 2.9754g (in 299.592mL of solution B), glucose 19 (glucose anhydate 99.522g) (in 526.338mL of solution A), intralipid 20 (purified soybean oil) 40.014g) (in 200.07mL of C solution), L-alanine 4.8"
"calcium chloride 0.514g(0.257mg/mL)(2백), icodextrin 150g(75mg/mL)(2백), magnesium chloride 0.102g(51μg/mL)(2백), sodium chloride 10.8g(5.4mg/mL)(2백), sodium lactate 9g(4.5mg/mL)(2백)","calcium chloride 0.514g (0.257mg/mL) (2 bags), icodextrin 150g (75mg/mL) (2 bags), magnesium chloride 0.102g (51μg/mL) (2 bags), sodium chloride 10.8g (5.4mg/mL) ) (2 bags), sodium lactate 9g (4.5mg/mL) (2 bags)"
"calcium chloride dihydrate 0.516g(C액400mL중), glucose monohydrate 121g(C액400mL중), glycine 3.948g(B액400mL중), L-alanine 8.24g(B액400mL중), L-arginine 5.58g(B액400mL중), L-aspartic acid 1.648g(B액400mL중), L-glutamic acid 2.844","Calcium chloride dihydrate 0.516g (in 400mL of solution C), glucose monohydrate 121g (in 400mL of solution C), glycine 3.948g (in 400mL of solution B), L-alanine 8.24g (in 400mL of solution B), L-arginine 5.58g (in 400mL of solution B) (in 400 mL of solution B), L-aspartic acid 1.648 g (in 400 mL of solution B), L-glutamic acid 2.844"
"calcium chloride dihydrate 0.402g(B액551mL중), glucose monohydrate (as glucose 137.9g)(A액328mL중), glycine 5.675g(B액551mL중), L-alanine 11.406g(B액551mL중), L-arginine 6.337g(B액551mL중), L-histidine 2.645g(B액551mL중), L-isoleuc","calcium chloride dihydrate 0.402g (in 551mL of solution B), glucose monohydrate (as glucose 137.9g) (in 328mL of solution A), glycine 5.675g (in 551mL of solution B), L-alanine 11.406g (in 551mL of solution B), L -arginine 6.337g (in 551mL of solution B), L-histidine 2.645g (in 551mL of solution B), L-isoleuc"
"calcium chloride dihydrate 0.338g(B액457mL중), glucose monohydrate (as glucose 102.6g) 112.8g(A액789mL중), glycine 4.707g(B액457mL중), L-alanine 9.46g(B액457mL중), L-arginine 5.256g(B액457mL중), L-histidine 2.194g(B액457mL중), L-is","Calcium chloride dihydrate 0.338g (in 457mL of solution B), glucose monohydrate (as glucose 102.6g) 112.8g (in 789mL of solution A), glycine 4.707g (in 457mL of solution B), L-alanine 9.46g (in 457mL of solution B) , L-arginine 5.256g (in 457mL of solution B), L-histidine 2.194g (in 457mL of solution B), L-is"
"cyproterone acetate 1mg/정(B정 12정중), estradiol valerate 2mg/정(A정 16정중), estradiol valerate 2mg/정(B정 12정중)","cyproterone acetate 1mg/tablet (out of 12 tablets B), estradiol valerate 2mg/tablet (out of 16 tablets A), estradiol valerate 2mg/tablet (out of 12 tablets B)"
"calcium chloride 0.6425g(0.257mg/mL)(2백), dextrose 37.5g(15mg/mL)(2백), magnesium chloride 0.127g(50.8μg/mL)(2백), sodium chloride 13.45g(5.38mg/mL)(2백), sodium lactate 11.2g(4.48mg/mL)(2백)","calcium chloride 0.6425g (0.257mg/mL) (2 bags), dextrose 37.5g (15mg/mL) (2 bags), magnesium chloride 0.127g (50.8μg/mL) (2 bags), sodium chloride 13.45g (5.38mg) /mL) (2 bags), sodium lactate 11.2g (4.48mg/mL) (2 bags)"
"calcium chloride 0.5145g(A용액 1000mL중)(2백), dextrose monohydrate 33g(A용액 1000mL중)(2백), magnesium chloride 0.2033g(A용액 1000mL중)(2백), sodium chloride 11.279g(A용액 1000mL중)(2백), sodium lactate 50% solution 15.69g(B용","Calcium chloride 0.5145g (in 1000mL of solution A) (2 bags), dextrose monohydrate 33g (in 1000mL of solution A) (2 bags), magnesium chloride 0.2033g (in 1000mL of solution A) (2 bags), sodium chloride 11.279g (A) (in 1000mL of solution) (2 bags), sodium lactate 50% solution 15.69g (for B)"
"aminoacetic acid(glycine) 5.974g(B액 580mL중), calcium chloride 0.3828g(C액 580mL중), glucose 40 (glucose anhydrate 160g) 232g(C액 580mL중), L-alanine 12.006g(B액 580mL중), L-arginine 6.67g(B액 580mL중), L-histidine 2.784g(B액 580","aminoacetic acid (glycine) 5.974g (in 580mL of solution B), calcium chloride 0.3828g (in 580mL of solution C), glucose 40 (glucose anhydrate 160g) 232g (in 580mL of solution C), L-alanine 12.006g (in 580mL of solution B) ), L-arginine 6.67g (in 580mL of solution B), 2.784g of L-histidine (in 580mL of solution B)"
"aminoacetic acid 5.95g(A액500mL중), calcium chloride 0.41375g(B액500mL중), dextrose 250g(B액500mL중), L-alanine 3g(A액500mL중), L-arginine 4.05g(A액500mL중), L-cysteine hydrochloride 0.1g(A액500mL중), L-histidine 10.2g(A액500mL","aminoacetic acid 5.95g (in 500mL of solution A), calcium chloride 0.41375g (in 500mL of solution B), dextrose 250g (in 500mL of solution B), L-alanine 3g (in 500mL of solution A), L-arginine 4.05g (in 500mL of solution A) in 500 mL), L-cysteine ​​hydrochloride 0.1 g (in 500 mL of solution A), 10.2 g of L-histidine (in 500 mL of solution A)"
"aminoacetic acid 5.35g(A액500mL중), calcium chloride 0.331g(B액500mL중), dextrose 250g(B액500mL중), L-alanine 30.1g(A액500mL중), L-arginine 3.95g(A액500mL중), L-asparaginic acid 1.9g(A액500mL중), L-cysteine hydrochloride 0.5g(A","aminoacetic acid 5.35g (in 500mL of solution A), calcium chloride 0.331g (in 500mL of solution B), dextrose 250g (in 500mL of solution B), L-alanine 30.1g (in 500mL of solution A), L-arginine 3.95g (A) in 500 mL of solution), L-asparaginic acid 1.9 g (in 500 mL of solution A), L-cysteine ​​hydrochloride 0.5 g (in 500 mL of solution A)"
"calcium chloride 0.385875g(A용액 750mL중)(2백), dextrose monohydrate 24.75g(A용액 750mL중)(2백), magnesium chloride 0.152475g(A용액 750mL중)(2백), sodium chloride 8.45925g(A용액 750mL중)(2백), sodium lactate 50% solution 11.7675g","calcium chloride 0.385875g (in 750mL of solution A) (2 bags), dextrose monohydrate 24.75g (in 750mL of solution A) (2 bags), magnesium chloride 0.152475g (in 750mL of solution A) (2 bags), sodium chloride 8.45925g ( (2 bags in 750mL of solution A), sodium lactate 50% solution 11.7675g"
allergen ext. 1종 0.2mL(0.1mL/mL),allergen ext. Type 1 0.2mL (0.1mL/mL)
"glycopyrronium bromide (as glycopyrronium 1.5mg(50μg/캡슐)), indacaterol maleate (as indacaterol 3.3mg(0.11mg/캡슐))","glycopyrronium bromide (as glycopyrronium 1.5mg (50μg/capsule)), indacaterol maleate (as indacaterol 3.3mg (0.11mg/capsule))"
"calcium chloride dihydrate 0.37g(A액500mL중), glucose monohydrate (as glucose 125.16g)(B액298mL중), glycine 5.5g(A액500mL중), L-alanine 7g(A액500mL중), L-arginine 6g(A액500mL중), L-histidine 1.5g (A액500mL중), L-isoleucine 2.5g(A","calcium chloride dihydrate 0.37g (in 500mL of solution A), glucose monohydrate (as glucose 125.16g) (in 298mL of solution B), glycine 5.5g (in 500mL of solution A), L-alanine 7g (in 500mL of solution A), L- arginine 6g (in 500mL of solution A), L-histidine 1.5g (in 500mL of solution A), L-isoleucine 2.5g (in 500mL of solution A)"
"calcium chloride dihydrate 0.92g(A용액 3750mL중)(2백), dextrose monohydrate 125g(A용액 3750mL중)(2백), magnesium chloride hexahydrate 0.255g(A용액 3750mL중)(2백), sodium bicarbonate 11.61g(B용액 1250mL중)(2백), sodium chloride 24","Calcium chloride dihydrate 0.92g (in 3750mL of solution A) (2 bags), dextrose monohydrate 125g (in 3750mL of solution A) (2 bags), magnesium chloride hexahydrate 0.255g (in 3750mL of solution A) (2 bags), sodium bicarbonate 11.61g (in 1250mL of solution B) (2 bags), sodium chloride 24"
"calcium chloride dihydrate 1.032g(C액800mL중), glucose monohydrate 242g(C액800mL중), glycine 7.896g(B액800mL중), L-alanine 16.48g(B액800mL중), L-arginine 11.16g(B액800mL중), L-aspartic acid 3.296g(B액800mL중), L-glutamic acid 5.6","Calcium chloride dihydrate 1.032g (in 800mL of solution C), glucose monohydrate 242g (in 800mL of solution C), glycine 7.896g (in 800mL of solution B), L-alanine 16.48g (in 800mL of solution B), L-arginine 11.16g (in 800mL of solution B) (in 800 mL of solution B), L-aspartic acid 3.296 g (in 800 mL of solution B), L-glutamic acid 5.6"
"calcium chloride dihydrate 0.774g(C액600mL중), glucose monohydrate 181.5g(C액600mL중), glycine 5.922g(B액600mL중), L-alanine 12.36g(B액600mL중), L-arginine 8.37g(B액600mL중), L-aspartic acid 2.472g(B액600mL중), L-glutamic acid 4.","Calcium chloride dihydrate 0.774g (in 600mL of solution C), glucose monohydrate 181.5g (in 600mL of solution C), glycine 5.922g (in 600mL of solution B), L-alanine 12.36g (in 600mL of solution B), L-arginine 8.37g (in 600 mL of solution B), L-aspartic acid 2.472 g (in 600 mL of solution B), L-glutamic acid 4."
"calcium chloride dihydrate 0.296g(C액400mL중), glucose monohydrate 82.5g(C액400mL중), glycine 1.756g(B액400mL중), L-alanine 3.664g(B액400mL중), L-arginine 2.48g(B액400mL중), L-aspartic acid 0.732g(B액400mL중), L-glutamic acid 1.2","Calcium chloride dihydrate 0.296g (in 400mL of solution C), glucose monohydrate 82.5g (in 400mL of solution C), glycine 1.756g (in 400mL of solution B), L-alanine 3.664g (in 400mL of solution B), L-arginine 2.48g (in 400 mL of solution B), L-aspartic acid 0.732 g (in 400 mL of solution B), L-glutamic acid 1.2"
"calcium chloride dihydrate 0.471g(B액636mL중), glucose monohydrate (as glucose 142.9g) 157.2g(A액1099mL중), glycine 6.551g(B액636mL중), L-alanine 13.165g(B액636mL중), L-arginine 7.314g(B액636mL중), L-histidine 3.053g(B액636mL중), L","Calcium chloride dihydrate 0.471g (in 636mL of solution B), glucose monohydrate (as glucose 142.9g) 157.2g (in 1099mL of solution A), glycine 6.551g (in 636mL of solution B), L-alanine 13.165g (in 636mL of solution B) , L-arginine 7.314g (in 636mL of solution B), L-histidine 3.053g (in 636mL of solution B), L"
"calcium chloride dihydrate 0.92g(A용액 3750mL중)(2백), dextrose monohydrate 212.25g(A용액 3750mL중)(2백), magnesium chloride hexahydrate 0.255g(A용액 3750mL중)(2백), sodium bicarbonate 11.61g(B용액 1250mL중)(2백), sodium chloride ","Calcium chloride dihydrate 0.92g (in 3750mL of solution A) (2 bags), dextrose monohydrate 212.25g (in 3750mL of solution A) (2 bags), magnesium chloride hexahydrate 0.255g (in 3750mL of solution A) (2 bags), sodium bicarbonate 11.61 g (in 1250mL of solution B) (2 bags), sodium chloride"
"calcium chloride dihydrate 0.441g(C액 500mL중), glucose monohydrate (as glucose anhydrate) 80g(A액 500mL중), glycine 1.65g(C액 500mL중), L-alanine 4.85g(C액 500mL중), L-arginine 2.7g(C액 500mL중), L-asparaginic acid 1.5g(C액 500mL","calcium chloride dihydrate 0.441g (in 500mL of solution C), glucose monohydrate (as glucose anhydrate) 80g (in 500mL of solution A), glycine 1.65g (in 500mL of solution C), L-alanine 4.85g (in 500mL of solution C), L -arginine 2.7g (in 500mL of solution C), L-asparaginic acid 1.5g (in 500mL of solution C)"
"calcium chloride dihydrate 0.555g(A액750mL중), glucose monohydrate (as glucose 187.32g)(B액446mL중), glycine 8.25g(A액750mL중), L-alanine 10.5g(A액750mL중), L-arginine 9g(A액750mL중), L-histidine 2.25g(A액750mL중), L-isoleucine 3","calcium chloride dihydrate 0.555g (in 750mL of solution A), glucose monohydrate (as glucose 187.32g) (in 446mL of solution B), glycine 8.25g (in 750mL of solution A), L-alanine 10.5g (in 750mL of solution A), L -arginine 9g (in 750mL of solution A), L-histidine 2.25g (in 750mL of solution A), L-isoleucine 3"
"calcium chloride 0.643125g(A용액 1250mL중)(2백), dextrose monohydrate 41.25g(A용액 1250mL중)(2백), magnesium chloride 0.254125g(A용액 1250mL중)(2백), sodium chloride 14.09875g(A용액 1250mL중)(2백), sodium lactate 50% solution 19.","Calcium chloride 0.643125g (in 1250mL of solution A) (2 bags), dextrose monohydrate 41.25g (in 1250mL of solution A) (2 bags), magnesium chloride 0.254125g (in 1250mL of solution A) (2 bags), sodium chloride 14.09875g ( (2 bags in 1250mL of solution A), sodium lactate 50% solution 19."
"calcium chloride dihydrate 0.34g(A액456mL중), glucose monohydrate (as glucose 102.44g)(B액788mL중), glycine 5.02g(A액456mL중), L-alanine 6.38g(A액456mL중), L-arginine 5.47g(A액456mL중), L-histidine 1.368g(A액456mL중), L-isoleucine ","calcium chloride dihydrate 0.34g (in 456mL of solution A), glucose monohydrate (102.44g as glucose) (in 788mL of solution B), glycine 5.02g (in 456mL of solution A), L-alanine 6.38g (in 456mL of solution A), L -arginine 5.47g (in 456mL of solution A), L-histidine 1.368g (in 456mL of solution A), L-isoleucine"
"calcium chloride dihydrate 0.51208g(B액692mL중), glucose monohydrate (as glucose 90.72g)(A액216mL중), glycine 7.1276g(B액692mL중), L-alanine 14.3244g(B액692mL중), L-arginine 7.958g(B액692mL중), L-histidine 3.3216g(B액692mL중), L-iso","calcium chloride dihydrate 0.51208g (in 692mL of solution B), glucose monohydrate (as glucose 90.72g) (in 216mL of solution A), glycine 7.1276g (in 692mL of solution B), L-alanine 14.3244g (in 692mL of solution B), L -arginine 7.958g (in 692mL of solution B), L-histidine 3.3216g (in 692mL of solution B), L-iso"
"calcium chloride dihydrate 0.67562g(B액913mL중), glucose monohydrate (as glucose 119.7g)(A액285mL중), glycine 9.4039g(B액913mL중), L-alanine 18.8991g(B액913mL중), L-arginine 10.4995g(B액913mL중), L-histidine 4.3824g(B액913mL중), L-","calcium chloride dihydrate 0.67562g (in 913mL of solution B), glucose monohydrate (as glucose 119.7g) (in 285mL of solution A), glycine 9.4039g (in 913mL of solution B), L-alanine 18.8991g (in 913mL of solution B), L -arginine 10.4995g (in 913mL of solution B), L-histidine 4.3824g (in 913mL of solution B), L-"
"calcium chloride dihydrate 0.33562g(C액173mL중), glucose monohydrate 52.3325g(C액173mL중), glycine 3.42489g(B액347mL중), L-alanine 7.1482g(B액347mL중), L-arginine 4.84065g(B액347mL중), L-aspartic acid 1.42964g(B액347mL중), L-glutam","Calcium chloride dihydrate 0.33562g (in 173mL of solution C), glucose monohydrate 52.3325g (in 173mL of solution C), glycine 3.42489g (in 347mL of solution B), L-alanine 7.1482g (in 347mL of solution B), L-arginine 4.84065g (in 347 mL of solution B), L-aspartic acid 1.42964 g (in 347 mL of solution B), L-glutam"
"celecoxib 0.1g, 당귀·목과·방풍·속단·오가피·우슬·위령선·육계·진교·천궁·천마·홍화 25% ethanol soft ext.(3.5→1) 0.4054g","celecoxib 0.1g, angelica root, tree fruit, windbreak, sokdan, acacia, eucalyptus, wiryeongseon, yukgye, jingyo, cheongung, cheonma, safflower 25% ethanol soft ext.(3.5→1) 0.4054g"
"calcium chloride dihydrate 0.30118g(B액407mL중), glucose monohydrate (as glucose 70.07g)(A액539mL중), glycine 4.1921g(B액407mL중), L-alanine 8.4249g(B액407mL중), L-arginine 4.6805g(B액407mL중), L-histidine 1.9536g(B액407mL중), L-is","calcium chloride dihydrate 0.30118g (in 407mL of solution B), glucose monohydrate (as glucose 70.07g) (in 539mL of solution A), glycine 4.1921g (in 407mL of solution B), L-alanine 8.4249g (in 407mL of solution B), L -arginine 4.6805g (in 407mL of solution B), L-histidine 1.9536g (in 407mL of solution B), L-is"
"calcium chloride dihydrate 0.40182g(B액543mL중), glucose monohydrate (as glucose 93.47g)(A액719mL중), glycine 5.5929g(B액543mL중), L-alanine 11.2401g(B액543mL중), L-arginine 6.2445g(B액543mL중), L-histidine 2.6064g(B액543mL중), L-i","calcium chloride dihydrate 0.40182g (in 543mL of solution B), glucose monohydrate (as glucose 93.47g) (in 719mL of solution A), glycine 5.5929g (in 543mL of solution B), L-alanine 11.2401g (in 543mL of solution B), L -arginine 6.2445g (in 543mL of solution B), L-histidine 2.6064g (in 543mL of solution B), L-i"
"beclomethasone dipropionate 12mg(0.1mg/회), formoterol fumarate hydrate(micronized) 0.72mg(6μg/회), glycopyrronium bromide (as glycopyrronium 1.2mg(10μg/회))","beclomethasone dipropionate 12mg (0.1mg/time), formoterol fumarate hydrate (micronized) 0.72mg (6μg/time), glycopyrronium bromide (as glycopyrronium 1.2mg (10μg/time))"
"ozanimod hydrochloride (as ozanimod 0.23mg/캡슐)(A캡슐 4캡슐중), ozanimod hydrochloride (as ozanimod 0.46mg/캡슐)(B캡슐 3캡슐중)","ozanimod hydrochloride (as ozanimod 0.23mg/capsule) (capsule A out of 4 capsules), ozanimod hydrochloride (as ozanimod 0.46mg/capsule) (capsule B out of 3 capsules)"
"glucose monohydrate (as glucose 85.68g)(B액204mL중), glycine 7.282g(A액662mL중), L-alanine 9.268g(A액662mL중), L-arginine 7.944g(A액662mL중), L-histidine 1.986g(A액662mL중), L-isoleucine 3.31g(A액662mL중), L-leucine 4.8988g(A액6","glucose monohydrate (as glucose 85.68g) (in 204mL of solution B), glycine 7.282g (in 662mL of solution A), L-alanine 9.268g (in 662mL of solution A), L-arginine 7.944g (in 662mL of solution A), L -histidine 1.986g (in 662mL of solution A), L-isoleucine 3.31g (in 662mL of solution A), L-leucine 4.8988g (in 662mL of solution A)"
